loan_amnt,int_rate,term_in_months,grade,job_title,home_ownership,annual_inc,loan_status,purpose,did_default
15000,0.1229,60,C,Police Officer,OWN,50000.0,Charged Off,credit_card,True
12000,0.1153,36,B,Teacher,MORTGAGE,50000.0,Fully Paid,credit_card,False
6000,0.0818,36,B,Nurse,MORTGAGE,76500.0,Charged Off,debt_consolidation,True
15000,0.0689,36,A,Manager,OWN,67000.0,Fully Paid,credit_card,False
35000,0.1229,36,C,Owner,MORTGAGE,100000.0,Fully Paid,debt_consolidation,False
7800,0.1919,36,E,Paralegal,MORTGAGE,26000.0,Charged Off,debt_consolidation,True
27600,0.0818,36,B,Manager,RENT,92000.0,Fully Paid,debt_consolidation,False
15600,0.0532,36,A,Manager,MORTGAGE,140000.0,Fully Paid,credit_card,False
4800,0.1268999999999999,36,C,Server,RENT,25000.0,Fully Paid,debt_consolidation,False
12000,0.0789,60,A,Software Engineer,RENT,105000.0,Fully Paid,credit_card,False
16500,0.0624,36,A,Technician,RENT,60000.0,Fully Paid,debt_consolidation,False
16100,0.1153,36,B,Assistant Manager,RENT,42000.0,Fully Paid,debt_consolidation,False
24000,0.0917,36,B,Director,MORTGAGE,225000.0,Fully Paid,credit_card,False
16800,0.2198999999999999,60,F,Assistant Manager,OWN,50000.0,Charged Off,debt_consolidation,True
20675,0.1333,60,C,Operations Manager,RENT,70000.0,Fully Paid,credit_card,False
12000,0.1561,36,D,Attorney,MORTGAGE,125000.0,Charged Off,debt_consolidation,True
25000,0.1699,60,D,Office Manager,RENT,115000.0,Charged Off,debt_consolidation,True
28000,0.0689,36,A,Consultant,RENT,145000.0,Fully Paid,major_purchase,False
6000,0.0726,36,A,Paralegal,MORTGAGE,63000.0,Fully Paid,other,False
4000,0.1465,36,C,Supervisor,RENT,54000.0,Fully Paid,debt_consolidation,False
20000,0.1465,36,C,Executive Assistant,RENT,83000.0,Fully Paid,debt_consolidation,False
35000,0.1268999999999999,60,C,Manager,MORTGAGE,94000.0,Charged Off,debt_consolidation,True
5000,0.1465,36,C,Truck Driver,MORTGAGE,94000.0,Fully Paid,moving,False
35000,0.0726,36,A,Teacher,MORTGAGE,75000.0,Charged Off,debt_consolidation,True
12000,0.0624,36,A,Teacher,MORTGAGE,35000.0,Fully Paid,debt_consolidation,False
25000,0.1655,36,D,Owner,MORTGAGE,250000.0,Fully Paid,debt_consolidation,False
12000,0.0726,36,A,Project Manager,RENT,84000.0,Fully Paid,debt_consolidation,False
20000,0.1268999999999999,36,C,Owner,MORTGAGE,50000.0,Fully Paid,home_improvement,False
2550,0.1785999999999999,36,D,Director,MORTGAGE,120000.0,Charged Off,debt_consolidation,True
30050,0.1825,60,E,Attorney,RENT,168000.0,Charged Off,small_business,True
12000,0.0999,36,B,Teacher,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
12000,0.0999,36,B,Teacher,MORTGAGE,80000.0,Fully Paid,credit_card,False
10000,0.1268999999999999,36,C,Vice President,RENT,105000.0,Fully Paid,credit_card,False
14400,0.0789,36,A,Teacher,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
16000,0.1399,36,C,Teacher,RENT,54000.0,Fully Paid,house,False
3000,0.1153,36,B,Teacher,RENT,45000.0,Fully Paid,debt_consolidation,False
35000,0.1099,60,B,Vice President,MORTGAGE,85000.0,Fully Paid,credit_card,False
10000,0.0818,36,B,Owner,MORTGAGE,80000.0,Charged Off,debt_consolidation,True
24000,0.0689,36,A,Attorney,RENT,180000.0,Fully Paid,credit_card,False
15000,0.0532,36,A,Electrician,MORTGAGE,75000.0,Fully Paid,credit_card,False
20900,0.1785999999999999,36,D,Accountant,MORTGAGE,47500.0,Charged Off,debt_consolidation,True
35000,0.1465,36,C,Director,OWN,145000.0,Charged Off,debt_consolidation,True
16000,0.1399,36,C,President,RENT,180000.0,Fully Paid,credit_card,False
10000,0.0999,36,B,Sales,RENT,51000.0,Fully Paid,credit_card,False
10000,0.0532,36,A,Project Manager,RENT,62000.0,Fully Paid,credit_card,False
10000,0.1699,60,D,Teacher,RENT,57000.0,Fully Paid,credit_card,False
15000,0.0999,36,B,Teacher,MORTGAGE,78000.0,Fully Paid,debt_consolidation,False
7000,0.1229,36,C,Foreman,OWN,58000.0,Fully Paid,debt_consolidation,False
7200,0.0726,36,A,Teacher,MORTGAGE,72000.0,Fully Paid,debt_consolidation,False
19200,0.1757,60,D,Driver,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
28000,0.0999,60,B,Nurse,OWN,145000.0,Charged Off,debt_consolidation,True
10000,0.0818,36,B,Sales,MORTGAGE,84000.0,Fully Paid,credit_card,False
2500,0.1655,36,D,Nurse,RENT,59000.0,Charged Off,vacation,True
2000,0.1268999999999999,36,C,Sales,RENT,77000.0,Fully Paid,debt_consolidation,False
24000,0.1099,36,B,Engineer,MORTGAGE,72000.0,Charged Off,credit_card,True
29000,0.0624,36,A,Executive Assistant,OWN,65000.0,Fully Paid,debt_consolidation,False
5000,0.1099,36,B,Director,MORTGAGE,180000.0,Fully Paid,debt_consolidation,False
10000,0.0917,36,B,Software Engineer,MORTGAGE,56000.0,Fully Paid,debt_consolidation,False
14000,0.1333,60,C,Sales Manager,MORTGAGE,80000.0,Charged Off,debt_consolidation,True
35000,0.0689,36,A,Owner,MORTGAGE,450000.0,Fully Paid,credit_card,False
15000,0.0999,36,B,Nurse,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
35000,0.1699,60,D,Nurse,MORTGAGE,77000.0,Fully Paid,debt_consolidation,False
5600,0.1399,36,C,Teacher,MORTGAGE,110000.0,Fully Paid,other,False
18000,0.1268999999999999,36,C,Operations Manager,RENT,52000.0,Fully Paid,credit_card,False
7000,0.1099,36,B,President,MORTGAGE,160000.0,Fully Paid,vacation,False
18000,0.1785999999999999,60,D,Store Manager,RENT,72000.0,Fully Paid,debt_consolidation,False
28000,0.1919,60,E,Sales,MORTGAGE,120000.0,Fully Paid,debt_consolidation,False
5000,0.1561,36,D,Sales,MORTGAGE,48000.0,Fully Paid,debt_consolidation,False
15900,0.1268999999999999,36,C,Teacher,MORTGAGE,50000.0,Fully Paid,debt_consolidation,False
13000,0.0999,36,B,Teacher,OWN,52000.0,Fully Paid,debt_consolidation,False
35000,0.1825,36,E,Director,RENT,190000.0,Charged Off,debt_consolidation,True
21000,0.0999,36,B,Nurse,RENT,74800.0,Fully Paid,debt_consolidation,False
8000,0.1399,36,C,Manager,RENT,24600.0,Fully Paid,debt_consolidation,False
25950,0.0789,36,A,Owner,OWN,52000.0,Fully Paid,debt_consolidation,False
17000,0.0789,36,A,Teacher,OWN,50000.0,Fully Paid,credit_card,False
15475,0.1699,60,D,Driver,RENT,44000.0,Fully Paid,debt_consolidation,False
8600,0.1855,36,E,Manager,MORTGAGE,30000.0,Fully Paid,small_business,False
5000,0.1465,36,C,Supervisor,RENT,107000.0,Fully Paid,debt_consolidation,False
14850,0.1655,60,D,Driver,MORTGAGE,44858.0,Fully Paid,credit_card,False
7925,0.1699,36,D,Truck Driver,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
25600,0.0789,36,A,Controller,MORTGAGE,200000.0,Fully Paid,credit_card,False
16000,0.1099,36,B,Program Manager,RENT,110000.0,Fully Paid,debt_consolidation,False
12000,0.0818,60,B,Police Officer,MORTGAGE,141000.0,Fully Paid,debt_consolidation,False
5400,0.0999,36,B,Driver,MORTGAGE,44500.0,Fully Paid,vacation,False
12000,0.1399,36,C,Attorney,MORTGAGE,42000.0,Charged Off,credit_card,True
28000,0.0532,36,A,CEO,MORTGAGE,400000.0,Fully Paid,home_improvement,False
7500,0.0624,36,A,Sales,MORTGAGE,75000.0,Fully Paid,debt_consolidation,False
11575,0.1333,36,C,Truck Driver,RENT,45000.0,Charged Off,debt_consolidation,True
20000,0.1268999999999999,36,C,Assistant Manager,RENT,52000.0,Charged Off,debt_consolidation,True
15000,0.0917,36,B,Manager,MORTGAGE,123000.0,Fully Paid,debt_consolidation,False
3000,0.1465,36,C,Server,RENT,25000.0,Fully Paid,credit_card,False
28000,0.1465,60,C,Manager,MORTGAGE,145000.0,Charged Off,credit_card,True
24000,0.1999,60,E,Foreman,MORTGAGE,70000.0,Charged Off,debt_consolidation,True
25650,0.1919,60,E,Software Engineer,MORTGAGE,90000.0,Fully Paid,debt_consolidation,False
4000,0.1699,36,D,Vice President,RENT,390000.0,Fully Paid,debt_consolidation,False
10000,0.1153,36,B,Manager,OWN,61000.0,Fully Paid,debt_consolidation,False
20000,0.0726,36,A,Owner,MORTGAGE,90000.0,Fully Paid,debt_consolidation,False
2575,0.1153,36,B,Truck Driver,MORTGAGE,34000.0,Charged Off,credit_card,True
11775,0.1099,36,B,Teacher,RENT,26800.0,Fully Paid,credit_card,False
4725,0.1785999999999999,36,D,Owner,MORTGAGE,150000.0,Fully Paid,debt_consolidation,False
27000,0.0917,36,B,Accountant,MORTGAGE,133000.0,Fully Paid,debt_consolidation,False
22000,0.0818,36,B,Nurse,RENT,105000.0,Fully Paid,credit_card,False
3500,0.1333,36,C,Executive Assistant,RENT,48000.0,Fully Paid,debt_consolidation,False
28000,0.1465,36,C,Sales Manager,OWN,100000.0,Fully Paid,credit_card,False
12000,0.1099,36,B,Supervisor,RENT,40376.0,Fully Paid,debt_consolidation,False
20000,0.0789,36,A,Accountant,RENT,75000.0,Fully Paid,debt_consolidation,False
14000,0.1229,36,C,Program Manager,MORTGAGE,55000.0,Fully Paid,debt_consolidation,False
24000,0.0532,36,A,Vice President,MORTGAGE,95000.0,Fully Paid,credit_card,False
13000,0.0532,36,A,Branch Manager,MORTGAGE,165000.0,Fully Paid,credit_card,False
35000,0.1825,36,E,Consultant,RENT,183600.0,Fully Paid,debt_consolidation,False
11625,0.1757,36,D,Office Manager,RENT,34200.0,Charged Off,other,True
10000,0.0818,36,B,Operations Manager,RENT,46800.0,Fully Paid,debt_consolidation,False
35000,0.1333,36,C,CEO,MORTGAGE,260000.0,Fully Paid,debt_consolidation,False
8400,0.1099,36,B,Nurse,RENT,47000.0,Fully Paid,debt_consolidation,False
9000,0.0818,36,B,Nurse,OWN,90000.0,Fully Paid,credit_card,False
24000,0.0532,36,A,Director,RENT,165000.0,Fully Paid,debt_consolidation,False
9000,0.0999,36,B,President,MORTGAGE,70000.0,Fully Paid,credit_card,False
10000,0.1399,36,C,Teacher,MORTGAGE,52000.0,Fully Paid,credit_card,False
6000,0.0726,36,A,Accountant,RENT,55000.0,Fully Paid,debt_consolidation,False
14600,0.1699,36,D,Teacher,MORTGAGE,43000.0,Charged Off,debt_consolidation,True
10000,0.0789,36,A,Manager,MORTGAGE,110000.0,Fully Paid,debt_consolidation,False
28000,0.0818,36,B,CEO,MORTGAGE,300000.0,Fully Paid,medical,False
35000,0.2299,60,F,Analyst,MORTGAGE,156000.0,Charged Off,debt_consolidation,True
16800,0.0532,36,A,Director,MORTGAGE,185000.0,Fully Paid,debt_consolidation,False
1600,0.1561,36,D,Store Manager,OWN,30000.0,Fully Paid,other,False
12000,0.1099,36,B,Nurse,RENT,90000.0,Fully Paid,other,False
30000,0.1785999999999999,60,D,Sales,MORTGAGE,91000.0,Charged Off,debt_consolidation,True
10000,0.0726,36,A,Supervisor,MORTGAGE,48000.0,Fully Paid,credit_card,False
12000,0.1825,60,E,Police Officer,MORTGAGE,55000.0,Fully Paid,debt_consolidation,False
8700,0.1465,36,C,Director,MORTGAGE,42000.0,Fully Paid,debt_consolidation,False
12850,0.1919,60,E,Manager,MORTGAGE,62000.0,Fully Paid,home_improvement,False
25000,0.0999,60,B,Owner,RENT,75000.0,Charged Off,debt_consolidation,True
24000,0.0789,36,A,Engineer,MORTGAGE,94698.0,Fully Paid,debt_consolidation,False
24150,0.1785999999999999,60,D,Vice President,RENT,117000.0,Fully Paid,home_improvement,False
35000,0.1855,36,E,Sales,MORTGAGE,200000.0,Fully Paid,debt_consolidation,False
18000,0.0999,36,B,Director,RENT,250000.0,Fully Paid,debt_consolidation,False
30800,0.1268999999999999,36,C,Operations Manager,OWN,80000.0,Fully Paid,major_purchase,False
7200,0.0999,36,B,Manager,RENT,30000.0,Fully Paid,debt_consolidation,False
12000,0.1333,36,C,Director,RENT,105000.0,Fully Paid,credit_card,False
11500,0.1757,36,D,Manager,MORTGAGE,25000.0,Charged Off,debt_consolidation,True
7000,0.0789,36,A,Police Officer,MORTGAGE,75000.0,Fully Paid,debt_consolidation,False
10000,0.1699,36,D,Administrative Assistant,MORTGAGE,30000.0,Fully Paid,debt_consolidation,False
35000,0.1229,60,C,Nurse,MORTGAGE,230000.0,Fully Paid,debt_consolidation,False
15000,0.0818,36,B,Driver,MORTGAGE,106000.0,Fully Paid,debt_consolidation,False
10000,0.0999,36,B,Accountant,MORTGAGE,107325.0,Fully Paid,debt_consolidation,False
28000,0.0999,36,B,Manager,MORTGAGE,170000.0,Fully Paid,debt_consolidation,False
12400,0.2098999999999999,60,E,Office Manager,MORTGAGE,36500.0,Charged Off,debt_consolidation,True
12000,0.1699,60,D,Engineer,MORTGAGE,75000.0,Fully Paid,other,False
3100,0.0789,36,A,Teacher,MORTGAGE,20000.0,Charged Off,credit_card,True
12000,0.1399,60,C,CEO,MORTGAGE,102000.0,Fully Paid,car,False
5000,0.1153,36,B,Teacher,MORTGAGE,68000.0,Fully Paid,credit_card,False
8800,0.1333,36,C,President,RENT,35000.0,Charged Off,debt_consolidation,True
15000,0.1153,36,B,Owner,RENT,60000.0,Fully Paid,moving,False
7000,0.0689,36,A,Administrator,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
1200,0.0999,36,B,Owner,RENT,25000.0,Fully Paid,credit_card,False
14625,0.2098999999999999,60,E,General Manager,RENT,83000.0,Charged Off,debt_consolidation,True
15000,0.1268999999999999,36,C,Nurse,RENT,70000.0,Fully Paid,debt_consolidation,False
28000,0.0532,36,A,Nurse,MORTGAGE,170000.0,Fully Paid,debt_consolidation,False
30025,0.1999,60,E,Account Manager,MORTGAGE,78520.0,Fully Paid,debt_consolidation,False
9000,0.1785999999999999,36,D,Nurse,RENT,69000.0,Fully Paid,debt_consolidation,False
9600,0.0999,36,B,Teacher,RENT,54600.0,Fully Paid,other,False
5000,0.0999,36,B,Nurse,RENT,75000.0,Fully Paid,credit_card,False
6000,0.0789,36,A,Attorney,RENT,110000.0,Fully Paid,credit_card,False
12000,0.0789,60,A,Owner,MORTGAGE,41000.0,Charged Off,car,True
35000,0.0999,36,B,Administrator,OWN,100000.0,Fully Paid,debt_consolidation,False
27600,0.1153,60,B,Teacher,RENT,55200.0,Fully Paid,debt_consolidation,False
19200,0.1919,36,E,President,MORTGAGE,59000.0,Fully Paid,other,False
12000,0.1465,36,C,Analyst,MORTGAGE,75000.0,Charged Off,debt_consolidation,True
5000,0.1333,36,C,Driver,RENT,50000.0,Charged Off,debt_consolidation,True
3500,0.0999,36,B,Sales,RENT,35000.0,Charged Off,major_purchase,True
10000,0.0999,60,B,Branch Manager,RENT,60000.0,Fully Paid,debt_consolidation,False
27000,0.0689,36,A,Owner,MORTGAGE,150000.0,Fully Paid,debt_consolidation,False
5200,0.1785999999999999,36,D,Driver,MORTGAGE,48000.0,Fully Paid,credit_card,False
22675,0.1699,36,D,Accountant,MORTGAGE,54000.0,Fully Paid,debt_consolidation,False
10000,0.1699,60,D,Teacher,MORTGAGE,75000.0,Charged Off,debt_consolidation,True
8225,0.1465,36,C,Administrative Assistant,RENT,53000.0,Fully Paid,debt_consolidation,False
8075,0.1099,36,B,Manager,MORTGAGE,69000.0,Fully Paid,credit_card,False
9500,0.2498999999999999,36,F,Driver,RENT,19000.0,Fully Paid,credit_card,False
16000,0.0624,36,A,Engineer,OWN,240000.0,Fully Paid,debt_consolidation,False
29250,0.1757,60,D,Manager,MORTGAGE,58500.0,Charged Off,debt_consolidation,True
12800,0.1999,36,E,Owner,RENT,100000.0,Fully Paid,small_business,False
27600,0.0532,36,A,President,MORTGAGE,201000.0,Fully Paid,home_improvement,False
22000,0.0689,36,A,Supervisor,MORTGAGE,70000.0,Fully Paid,credit_card,False
25200,0.0789,36,A,Nurse,RENT,130000.0,Fully Paid,debt_consolidation,False
16000,0.1655,36,D,Nurse,RENT,80000.0,Fully Paid,debt_consolidation,False
7500,0.1561,36,D,Vice President,RENT,115000.0,Fully Paid,debt_consolidation,False
10075,0.1229,36,C,Manager,MORTGAGE,87000.0,Fully Paid,debt_consolidation,False
29000,0.1333,36,C,Driver,RENT,140000.0,Fully Paid,debt_consolidation,False
7200,0.1465,36,C,Nurse,RENT,180000.0,Fully Paid,debt_consolidation,False
28000,0.0532,36,A,Vice President,OWN,250000.0,Fully Paid,credit_card,False
20000,0.1999,60,E,Manager,RENT,86000.0,Charged Off,debt_consolidation,True
20000,0.1399,36,C,CEO,RENT,310000.0,Fully Paid,small_business,False
6000,0.1153,36,B,Supervisor,MORTGAGE,70000.0,Fully Paid,home_improvement,False
35000,0.1399,60,C,Engineer,MORTGAGE,98000.0,Fully Paid,debt_consolidation,False
30300,0.1465,60,C,Project Manager,MORTGAGE,103000.0,Fully Paid,debt_consolidation,False
10000,0.0999,36,B,Driver,RENT,56000.0,Charged Off,credit_card,True
12275,0.1855,60,E,Assistant Manager,MORTGAGE,40000.0,Fully Paid,debt_consolidation,False
4200,0.1785999999999999,36,D,Owner,RENT,100000.0,Fully Paid,debt_consolidation,False
7000,0.0818,36,B,Sales,OWN,25000.0,Fully Paid,debt_consolidation,False
20000,0.0789,36,A,Teacher,MORTGAGE,95000.0,Fully Paid,debt_consolidation,False
25000,0.0999,60,B,Vice President,MORTGAGE,80000.0,Fully Paid,credit_card,False
35000,0.0789,36,A,Manager,MORTGAGE,150000.0,Fully Paid,debt_consolidation,False
10400,0.1465,60,C,Teacher,MORTGAGE,48000.0,Fully Paid,credit_card,False
9000,0.0726,36,A,Attorney,MORTGAGE,158700.0,Fully Paid,credit_card,False
16000,0.1153,36,B,Nurse,RENT,92000.0,Fully Paid,debt_consolidation,False
8000,0.0789,36,A,Teacher,MORTGAGE,58000.0,Charged Off,credit_card,True
12000,0.1153,36,B,Supervisor,RENT,35000.0,Fully Paid,other,False
8000,0.0917,36,B,Nurse,RENT,47000.0,Fully Paid,debt_consolidation,False
29500,0.0789,36,A,Teacher,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
23000,0.0999,60,B,Driver,MORTGAGE,95000.0,Fully Paid,credit_card,False
6400,0.1153,36,B,Manager,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
20625,0.1268999999999999,36,C,Truck Driver,RENT,53000.0,Fully Paid,debt_consolidation,False
4000,0.1153,36,B,Sales,MORTGAGE,59000.0,Fully Paid,debt_consolidation,False
5000,0.0532,36,A,Supervisor,MORTGAGE,105000.0,Fully Paid,credit_card,False
1000,0.1825,36,E,Consultant,RENT,20000.0,Fully Paid,moving,False
20000,0.1229,36,C,President,MORTGAGE,225000.0,Fully Paid,debt_consolidation,False
15000,0.1153,36,B,Supervisor,MORTGAGE,62000.0,Charged Off,credit_card,True
28000,0.1399,36,C,Project Manager,RENT,74000.0,Fully Paid,debt_consolidation,False
7500,0.1229,36,C,Server,RENT,30000.0,Fully Paid,debt_consolidation,False
32550,0.1757,60,D,Manager,MORTGAGE,75000.0,Fully Paid,debt_consolidation,False
15000,0.0818,36,B,Owner,MORTGAGE,140000.0,Fully Paid,credit_card,False
10000,0.1699,36,D,Manager,RENT,45000.0,Fully Paid,small_business,False
5000,0.0818,36,B,Sales,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
10000,0.0689,36,A,Owner,RENT,40000.0,Fully Paid,debt_consolidation,False
24000,0.0532,36,A,Nurse,MORTGAGE,100000.0,Fully Paid,debt_consolidation,False
18000,0.1465,36,C,Project Manager,OWN,93000.0,Charged Off,debt_consolidation,True
6025,0.1229,36,C,Nurse,RENT,45000.0,Fully Paid,vacation,False
10000,0.0689,36,A,Consultant,RENT,122000.0,Fully Paid,debt_consolidation,False
12000,0.1099,36,B,Owner,MORTGAGE,92000.0,Fully Paid,debt_consolidation,False
10000,0.1099,36,B,General Manager,RENT,65000.0,Charged Off,credit_card,True
10000,0.0726,36,A,Supervisor,RENT,86400.0,Fully Paid,credit_card,False
10000,0.1855,60,E,Supervisor,RENT,62500.0,Charged Off,debt_consolidation,True
6000,0.0689,36,A,Nurse,MORTGAGE,48000.0,Fully Paid,home_improvement,False
6000,0.1855,36,E,Supervisor,RENT,55000.0,Charged Off,moving,True
35000,0.1999,60,E,Accountant,MORTGAGE,127000.0,Fully Paid,debt_consolidation,False
24025,0.1268999999999999,36,C,Sales Manager,MORTGAGE,181000.0,Fully Paid,debt_consolidation,False
12000,0.0818,36,B,Manager,RENT,89000.0,Fully Paid,debt_consolidation,False
10000,0.1229,36,C,Mechanic,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
15000,0.0917,60,B,Nurse,MORTGAGE,160000.0,Fully Paid,major_purchase,False
8050,0.1153,36,B,Manager,RENT,23040.0,Fully Paid,debt_consolidation,False
26000,0.0532,36,A,Director,MORTGAGE,275000.0,Fully Paid,debt_consolidation,False
9600,0.1399,36,C,Teacher,MORTGAGE,110000.0,Fully Paid,home_improvement,False
26400,0.1757,36,D,Manager,RENT,60000.0,Charged Off,debt_consolidation,True
5600,0.1465,36,C,Manager,RENT,52500.0,Fully Paid,other,False
24000,0.1268999999999999,36,C,Manager,RENT,75000.0,Charged Off,debt_consolidation,True
11125,0.1699,60,D,Manager,MORTGAGE,52000.0,Charged Off,credit_card,True
23675,0.1825,60,E,Office Manager,RENT,74000.0,Fully Paid,debt_consolidation,False
15400,0.1229,36,C,Owner,OWN,35000.0,Charged Off,debt_consolidation,True
11075,0.1919,60,E,Teacher,OWN,50000.0,Charged Off,home_improvement,True
18000,0.0818,60,B,Engineer,MORTGAGE,45000.0,Fully Paid,home_improvement,False
16000,0.0999,36,B,Supervisor,MORTGAGE,65000.0,Fully Paid,home_improvement,False
20000,0.0999,36,B,Store Manager,MORTGAGE,64000.0,Fully Paid,debt_consolidation,False
9000,0.0726,36,A,Executive Assistant,RENT,42000.0,Fully Paid,debt_consolidation,False
10000,0.1099,36,B,Nurse,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
6000,0.0999,36,B,Teacher,MORTGAGE,59000.0,Fully Paid,credit_card,False
17600,0.1465,36,C,CEO,RENT,40000.0,Fully Paid,debt_consolidation,False
18000,0.1699,60,D,Owner,OWN,40000.0,Charged Off,credit_card,True
15000,0.0789,36,A,Manager,MORTGAGE,75000.0,Fully Paid,other,False
11200,0.1333,60,C,Director,MORTGAGE,120000.0,Fully Paid,debt_consolidation,False
16000,0.0726,36,A,Driver,MORTGAGE,77000.0,Fully Paid,debt_consolidation,False
17000,0.0789,36,A,Truck Driver,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
8000,0.1229,36,C,Analyst,MORTGAGE,49000.0,Charged Off,debt_consolidation,True
5000,0.1153,36,B,Executive Assistant,RENT,45000.0,Fully Paid,credit_card,False
9000,0.0624,36,A,Teacher,MORTGAGE,45000.0,Charged Off,debt_consolidation,True
8000,0.1268999999999999,36,C,Vice President,MORTGAGE,140000.0,Fully Paid,debt_consolidation,False
11200,0.1099,36,B,Consultant,RENT,59000.0,Fully Paid,credit_card,False
10000,0.0532,36,A,Paralegal,RENT,52000.0,Fully Paid,credit_card,False
10000,0.1465,36,C,Technician,RENT,35000.0,Fully Paid,debt_consolidation,False
8000,0.0818,36,B,Accountant,RENT,57500.0,Charged Off,debt_consolidation,True
24000,0.0689,36,A,Nurse,RENT,82000.0,Fully Paid,debt_consolidation,False
8000,0.0532,36,A,Project Manager,MORTGAGE,75000.0,Fully Paid,debt_consolidation,False
7625,0.0789,36,A,Project Manager,MORTGAGE,90000.0,Fully Paid,credit_card,False
25000,0.0789,60,A,Nurse,OWN,100000.0,Fully Paid,debt_consolidation,False
10000,0.1153,36,B,Manager,RENT,98000.0,Charged Off,credit_card,True
5000,0.1333,36,C,Administrator,MORTGAGE,98000.0,Fully Paid,home_improvement,False
28000,0.1399,36,C,Consultant,OWN,101000.0,Fully Paid,debt_consolidation,False
10500,0.1399,36,C,Administrator,RENT,37632.0,Fully Paid,debt_consolidation,False
5875,0.0624,36,A,Owner,RENT,35000.0,Fully Paid,debt_consolidation,False
12000,0.0789,36,A,Manager,RENT,80000.0,Fully Paid,debt_consolidation,False
7000,0.1229,36,C,Project Manager,RENT,125000.0,Fully Paid,debt_consolidation,False
10000,0.0689,36,A,Analyst,RENT,72000.0,Fully Paid,credit_card,False
7725,0.0532,36,A,Teacher,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
10400,0.0789,36,A,Teacher,MORTGAGE,51000.0,Fully Paid,credit_card,False
10000,0.0532,36,A,Nurse,RENT,76000.0,Fully Paid,debt_consolidation,False
10000,0.1699,36,D,Nurse,MORTGAGE,64000.0,Fully Paid,debt_consolidation,False
35000,0.1561,36,D,Vice President,MORTGAGE,156000.0,Fully Paid,home_improvement,False
12000,0.0532,36,A,Teacher,MORTGAGE,70000.0,Fully Paid,home_improvement,False
18000,0.0999,36,B,Supervisor,RENT,90000.0,Fully Paid,debt_consolidation,False
32000,0.0689,36,A,Engineer,MORTGAGE,110000.0,Fully Paid,debt_consolidation,False
35000,0.0818,36,B,Engineer,MORTGAGE,130000.0,Fully Paid,credit_card,False
18000,0.0999,36,B,Owner,RENT,40000.0,Fully Paid,credit_card,False
25000,0.1153,36,B,Office Manager,OWN,64000.0,Fully Paid,debt_consolidation,False
20000,0.1465,36,C,Nurse,MORTGAGE,50000.0,Fully Paid,credit_card,False
24850,0.0999,60,B,Vice President,MORTGAGE,132000.0,Fully Paid,debt_consolidation,False
12000,0.1465,60,C,Software Engineer,RENT,90000.0,Fully Paid,debt_consolidation,False
21600,0.1825,60,E,Analyst,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
19400,0.1825,60,E,General Manager,RENT,60000.0,Fully Paid,debt_consolidation,False
24000,0.0789,36,A,Nurse,MORTGAGE,70000.0,Charged Off,debt_consolidation,True
20275,0.1399,36,C,Program Manager,MORTGAGE,102000.0,Fully Paid,major_purchase,False
19500,0.1399,36,C,Analyst,RENT,70000.0,Fully Paid,debt_consolidation,False
10000,0.0917,36,B,Nurse,MORTGAGE,90000.0,Fully Paid,home_improvement,False
25000,0.0789,36,A,Operations Manager,MORTGAGE,89500.0,Fully Paid,debt_consolidation,False
12600,0.2198999999999999,36,F,Administrative Assistant,RENT,42000.0,Fully Paid,debt_consolidation,False
14000,0.0789,36,A,Account Manager,RENT,53000.0,Fully Paid,debt_consolidation,False
25000,0.1699,60,D,Engineer,RENT,78600.0,Fully Paid,debt_consolidation,False
6250,0.1099,36,B,Sales,RENT,42000.0,Fully Paid,debt_consolidation,False
8000,0.0532,36,A,Teacher,MORTGAGE,48000.0,Fully Paid,credit_card,False
1000,0.1229,36,C,Sales,OWN,70000.0,Fully Paid,debt_consolidation,False
6000,0.1333,36,C,Sales,RENT,40000.0,Charged Off,debt_consolidation,True
9600,0.0726,36,A,Nurse,RENT,70000.0,Fully Paid,debt_consolidation,False
16000,0.0726,36,A,Controller,OWN,151000.0,Fully Paid,debt_consolidation,False
5000,0.1099,36,B,Account Manager,RENT,44770.0,Fully Paid,debt_consolidation,False
12000,0.1655,36,D,Manager,MORTGAGE,62500.0,Fully Paid,home_improvement,False
6000,0.0999,36,B,Attorney,RENT,60000.0,Fully Paid,debt_consolidation,False
15600,0.1229,36,C,Nurse,MORTGAGE,150000.0,Fully Paid,debt_consolidation,False
20000,0.1399,60,C,Manager,OWN,50000.0,Fully Paid,debt_consolidation,False
21600,0.1785999999999999,60,D,Supervisor,MORTGAGE,54000.0,Charged Off,credit_card,True
